text	sentiment
Comentario en ESCRIBE TUS RELATOS DE OCTUBRE (IV): CON UNA TRIPULACIÓN DE Iberia Y MairenMairenmu por Claribel......  url ...	NEU
username username username username Recortan un vuelo?  Ahora hay días de 6 entre iberia y airnostrum	NEU
Vamos a ver si logra desembarcar en Argentina o si va a la quiebra en dos años...   url	N
Que ocurre con los equipajesespeciales de username ? Aterrizamos a las 18h30 y aun estamos esperando el carrito del...  url	N
username username Tenéis algún ejemplo de vuelos a 5€? Yo he buscado y no he podido encontrar ni uno. Qué fech...  url	NEU
Siempre igual	N
¿ username algún día podéis salir a la hora prevista? Lo digo a efectos de organización de la gente y tal	N
Me estoy enganchando en cualquier concurso que regale pasajes 🙈  url	NEU
Así fue el accidente del vuelo 5022 de Spanair	NEU
Ryanair está regalando 2 billetes gratis a todo el mundo después de la cancelación de más de 2000 vuelos. Solicita....  url	P
Comentario en ESCRIBE TU RELATO DE NOVIEMBRE (I): LA REINA DE BAILE PANAMEÑO	NEU
Los ingresos de username crecen un 10% en el último año. Las ventas del Contaplus avanzan un 9%	NEU
Así fue el accidente del vuelo 5022 de Spanair	N
Saludos y muy buen provecho. 	NEU
Con username	P
Si mides 1.90	N
username imposible hacer el checkin via web	N
username Buenos días! Tengo un vuelo Caracas-Madrid este diciembre. ¿Este boleto contempla todas las tasas aeroportu...  url	NEU
Lo de username no tiene nombre	N
Gracias username  por retrasar mi vuelo dos horas y hacer que llegue más tarde a casa por Navidad 👏👏	N
username username username A mi mujer a mi hija 3 años y a mi la web nos puso separados	P
Qué insoportable la publicidad Hola de username	N
Ryanair tuvo que cancelar 2 mil vuelos porque renunciaron pilotos a causa de malas condiciones laborales.  url	N
por el precio de boleto premio username conseguí vuelo redondo AUS-Roma por Iberia.Y sin los puntos.	P
Iberia bautizará su nuevo Airbus A330-200 con el nombre SantoDomingo y realiza vuelos de prueba  url	NEU
Así fue el accidente del vuelo 5022 de Spanair	N
username bueeee	N
username IB8323 cuándo envías un sms para seguir el horario en Iberia .com deberías poner el web al día en tiempo real	N
username Hola! Han cancelado mi vuelo	NEU
Así fue el accidente del vuelo 5022 de Spanair	NEU
Barómetro Business: En 2 de cada 5 reservas se utiliza la tarjeta frequent flyers de la compañía aérea; username es...  url	P
username Abierta la reclamación.La demora es lo de menos	N
Con username	P
Igual no llevo literalmente tres horas en esta cafetería chupando wifi para poder sacar mi puta tarjeta de embarque...  url	N
1978	NEU
username por qué no puedo hacer el checking de mi vuelo IB3167?  url	NEU
Mima la que nos espera cuando sea el líder supremo de Iberia	N
Ryanair intentando estafar... Dicen que sólo reembolsan los gastos adicionales debidos al cambio de vuelo y que los...  url	N
Noticias Tecnología Ryanair inaugura un centro de innovación digital y tecnología en Madrid  url	P
username username Uff lo tienes jodido	N
Iberia me ha dejado sorprendido	NEU
username Señores de Iberia	N
Iberia provoca un conflicto entre Guinea y España - Resumo	N
La nueva tasa de IAG solo afecta inicialmente a sus dos compañías de bandera username e username...  url	N
username buenas tardes	NEU
username username username username username username username Mi padre fue con 45	N
username username A mi me pasa algo parecido	N
username username username Es la mayor cantidad de IBERIA. No he dicho lo contrario. ¡Saludos!	P
username username El concepto hispania no es exclusivo de la península ibérica	NEU
username buenos días! Se ha cancelado el vuelo IB3176? Me ha llegado un mensaje pero no encuentro más información. Gracias!	NEU
username username username username username username username Yo manifestándome ya que tuve que vivir...  url	N
'Batalla' en los cielos. Lufthansa arrebata a Ryanair el liderazgo en pasajeros en Europa  url vía username	NEU
username username No me lo puedo creer! vayatela	NEU
username Mi hijo: y porqué pasa esto? Yo: porque les sale gratis hacer esto que poner aviones más grandes en estas f...  url	N
Kaisercillo conquista la WESG Iberia.	NEU
username username username Como te lo retrasen voy y les pego	N
username Gracias por la rapidez y la atención al gestionar mi reclamación a Iberia. En 5 días	P
username username Se me olvidó unos auriculares en el Vuelo GRX-BIO del 1/1/2018 a las 13:05. Escribí ese mismo día...  url	NEU
username username username username username username username username...  url	P
username es imposible comunicarse con Uds. (oficinas Aeropuerto Ezeiza ) Mi hermano llegó ayer a Buenos Aires proced...  url	N
username Igualmente. Que tengan un buen año.	P
username username Es que como ya es inglesa pues...	N
username De acuerdo. Espero que me digáis algo. Gracias!	NEU
username username username username Con esa lógica	N
username si la presente y ahora resulta que debo presentar la denuncia	N
username username Esta en los aviones de iberia	NEU
username ¿dónde puedo tener información sobre la huelga que hay planificada para las navidades? ¿habrá alternativas...  url	NEU
username Por supuesto que realicé la reclamación	N
Ryanair tendrá una sección representativa dentro del sindicato de pilotos nacional  url  url	P
username username username username username username username username L...  url	N
Ryanair y Vueling	N
Padel Mizuno iberia celebra su convención 2018 apostando por el pádel  url	NEU
La Escola Europea congrega profesionales de la logística españoles	NEU
Iberia y otras nueve compañías cancelan vuelos a Turquía por descenso turismo  url  url	NEU
username username No no	N
username HolaArgentina a ver si hay suerte y éste año al final tengo vacaciones	P
De verdad	N
username en el vuelo de Iberia a Praga nos estan obligando a facturar todas las maletas de cabina. Inaceptable!	N
username Iberia no tenía a nadie allí	N
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡...  url	P
Muchas gracias por las 2h de retraso en Vigo username 👌	N
username no me pude comunicar. Había un problema con un check in online de 4 billetes.Os paso el coste de 10min de “espera” a ser atendida?	N
username sois una vergüenza!!! Tendré en cuenta no viajar más con vosotros. Después de estar en cola desde el princ...  url	N
Amazon	NEU
username intentando contactar por tel/web/tw... No hay contestación. Objeto perdido en IB3121 31Oct. Alguna solución? Cómo puedo contactar?	N
username username su servicio a cliente telefónico es terrible. La especulación con los tickets deberia ser penado...  url	N
username username Envié un privado x una reserva	N
username username username username username username username username username Feliz Año 🎇🎉 2018!!	NEU
username origen del vuelo Turín en avión de Iberia Airnostrum para su conocimiento  url	N
A día de hoy quién no vuela es por qué no quiere ( Ryanair y sus ofertas) 😱😱  url	NEU
Ryanair afronta la primera huelga de pilotos de su historia  url  url	N
Un pasajero de Ryanair	N
username porq no me responden	N
username 4 semanas esperando respuesta a una reclamación por daño de equipaje! Esto es atención al cliente ?	N
A 2 horas de salir mi vuelo a Madrid	N
username username ¿Entonces teneis que promocionar regalando móviles de 1.000€?	NEU
username username Por Ryanair ¿verdad? ... Feliz navidad Sr. Fonseca	NEU
username username username username username Definitivamente una gran aeronave	P
username username username username username username username username username...  url	P
username Pues a mí	P
IBERIA IberiaPlus IBERIANOCUMPLE  username username Aqui en el aeropuerto de Barajas viendo como una señora...  url	N
Está guapo que	N
username Quiero volar con Uds.	P
Hola username 	N
Los pilotos de Ryanair desconvocan la huelga tras ver reconocidos sus sindicatos: Los...  url	N
Con lo bien que funciona username y lo lamentable que es el servicio de username en el checkin de...  url	P
username hola	NEU
username username “cuando te cansas de los retrasos de ryanair”	N
La aerolínea de bajo costo Ryanair	P
username username username username username username username username...  url	NEU
Iberia Express celebra sus cinco años con una oferta de 5.000 plazas a sólo 5 euros	NEU
username username username username 90 años tratando mal a sus cllientes	N
username lamentable gestión de equipajes Turin-Madrid. Avión pequeño=maletas facturadas  siguen en Turin(desde el 22-D sin noticias)	N
GrupoAzeta : RT sergio_azeta: Sophos Iberia	P
username username A ver cómo llega......	NEU
username me habéis hecho perder el vuelo	N
Desconvocan la huelga de pilotos de Ryanair en Irlanda - La Asociación de Pilotos Irlandeses de Aerolíneas (IALPA)...  url	NEU
¿Se puede reclamar por la huelga de personal de Iberia y Ryanair de estas Navidades?  url	NEU
username username Ya veras ... ni una mala palabra ni una buena acción	N
username - Mejoren su servicio telefónico y saquen el call center de Colombia	N
Los pilotos de Ryanair en Irlanda	N
username username Además de reventar el candado y encontrar la maleta abierta	N
Sucedió ayer en Heathrow. Un hombre no aguantó hasta que se quiso bajar del avión de Ryanair que iba hasta Málaga.  url	N
username Pues es lo que estoy haciendo	N
username Gracias por la sugerencia pero si he indicado la información del vuelo es para que el resto de pasajeros se...  url	N
Oferta de trabajo:	P
username Plaza de espana	NEU
username username Yo 👆🏽hace un par de años volé MEX-MAD-ORY-MAD-MEX con username sin ningún problema en retrasos	P
Aerolíneas Airlines Ryanair  si los tripulantes no venden más scratchcards podrían  ser penalizados	NEU
username Alicante	NEU
username tendríais que ver el capítulo de las sumas y restas de Barrio Sésamo. al no hacerlo	N
username El caso es que por SMS me dicen que el 27 de diciembre llegan 2 maletas	N
Así fue el accidente del vuelo 5022 de Spanair	NEU
username es un puto pueblo	N
Tenía que dirigirme a los mostradores de Iberia. Cuando llegué	N
username Hola	NEU
El pasado mes de mayo	NEU
Porque username es mi compañera aerea preferida? Estare enfermo de vivir conectado?  url	P
Así fue el accidente del vuelo 5022 de Spanair	N
username vuestra web no funciona la busqueda	N
Iberia y Air Europa lanzan sus rebajas con vuelos a Europa desde 29 euros  url	P
Mi mamá viaja EL SÁBADO (dos días después)	N
24/8 username pierde mi maleta	N
viajas y encima te dan un note8 ??!!??!!  url	N
username Silvia en Bali??oh!y yo que hago sin estar allí??un seg	P
Cambios importantes en el equipaje de Ryanair  url	NEU
Si aplicamos el descuento de residente en Melilla y añadimos la oferta altruista de username con motivo del Black Fr...  url	N
Ryanair se planta ante sus pilotos	N
Así fue el accidente del vuelo 5022 de Spanair	NEU
username 	N
Así fue el accidente del vuelo 5022 de Spanair	NEU
username Algún número de teléfono donde os pueda llamar?	NEU
Vuelta a casa!! Bye	P
username 1. Esto antes no era así	N
username Madrid	NEU
username Nosotros volamos con username en menos de un mes... nuestro primer vuelo directo al país Nipón!	NEU
Flipo. Ya me parecía horrible los villancicos en username	NEU
username no funciona bien la página web. Me devuelve a la página principal y no realiza la búsqueda de vuelos	N
username 	NEU
Ryanair busca convertirse en el “Amazon de los viajes” desde sus oficinas en Madrid  url  url	NEU
username username Viajé POR PRIMERA VEZ a Barcelona en septiembre pdo en Iberia.Aunque va vía Madrid	N
jajajaja  url	NEU
LoGanamosEntreTodos vamos iberia toda la fe del mundo vamos  hermanitoJuan maestrito gutierrez	NEU
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡...  url	N
Saliendo de ORY para MAD A319 username chauparis muyricotodo Avgeek  url	NEU
No recomiendo a nadie viajar en Iberia	N
Con username	N
Yo el sábado embarcando en Ryanair. Escocia  url	NEU
Oferta postnavideña de username	NEU
Puigdemont ha huído a Bélgica porque era el primer vuelo por 25 euros que ha encontrado en Ryanair	N
